row_i,col_j,ri,th,rf,v,a,b0,scan,stress,j_crit,je_max,je_sc,margin,converged
0,37,0.6308474576271186,0.015734721832383003,0.6465821794595016,1.2502549624387536,0.06314601233715486,4.734761432441072,1058.0861478271656,357.61986143864067,971.1705441730121,388.4682176692049,388.46503716500064,2.500020468407063,True
0,38,0.6476271186440677,0.015336594392488578,0.6629637130365563,1.3176495704599187,0.06314601233715486,4.575373043644669,1099.1048372613134,351.7298709863921,978.4116377790937,391.3646551116375,391.3620661068303,2.5000165384245907,True
0,39,0.6644067796610169,0.01495790065399849,0.6793646803150154,1.386813253436432,0.06314601233715486,4.423311331512361,1138.6318031680478,345.794886782748,985.431086201969,394.1724344807876,394.17032519224864,2.5000133780272393,True
0,40,0.6811864406779661,0.01459726634851799,0.6957837070264841,1.457746011368293,0.06314601233715486,4.278155994020841,1176.6103671238095,339.83478828095764,992.235504539339,396.89420181573564,396.8924818355435,2.5000108340436693,True
0,41,0.6979661016949152,0.014253442487352164,0.7122195441822674,1.5304478442555023,0.06314601233715486,4.139589243097217,1213.0837325604996,333.8790758557081,998.8278643445849,399.531145737834,399.53821410806853,2.499955771625936,True
0,42,0.7147457627118644,0.01392529154689015,0.7286710542587546,1.6049187520980597,0.06314601233715486,4.007086132898803,1247.8380255721295,327.9176467332362,1005.2221734104012,402.0888693641605,402.09478979314036,2.4999631900914276,True
0,43,0.7315254237288136,0.0136117754242151,0.7451371991530287,1.6811587348959653,0.06314601233715486,3.880397280317842,1280.9548947447608,321.9787222050756,1011.4203702753197,404.5681481101279,404.57311134268286,2.4999693304348716,True
0,44,0.7483050847457626,0.013311944906518103,0.7616170296522807,1.7591677926492184,0.06314601233715486,3.7592049637361287,1312.4262433923566,316.0744100194289,1017.4285506820308,406.97142027281234,406.97558480184796,2.499974417820189,True
0,45,0.7650847457627118,0.013024930439038962,0.7781096762017508,1.83894592535782,0.06314601233715486,3.643212330637696,1342.253244162826,310.21531678350567,1023.2526672887847,409.3010669155139,409.3045645007039,2.4999786370254977,True
0,46,0.781864406779661,0.012749934010203745,0.7946143407898647,1.92049313302177,0.06314601233715486,3.5321417480830353,1370.4452533183298,304.41068618859623,1028.8985292377918,411.55941169511675,411.5623519314861,2.499982139787838,True
0,47,0.7986440677966101,0.012486222000729685,0.8111302897973398,2.0038094156410677,0.06314601233715486,3.425733313489395,1397.0187891131256,298.66852705947264,1034.3718017593608,413.7487207037443,413.75119480367414,2.4999850507988803,True
0,48,0.8154237288135593,0.012233118866811887,0.8276568476803712,2.0888947732157135,0.06314601233715486,3.323743506335731,1421.9965785777567,292.9957316170529,1039.6780059060734,415.87120236242936,415.8732862866785,2.499987472600923,True
