source_file,pareto_rank,solenoid_length_m,length_tape_km,scan,row_i,col_j,ri,rf,th,v,b0,v_bore,je_coil,je_tape,je_max,j_crit,stress,f_tape_min,length_tape,converged,pancake_length_m
thickness_grids_L2000mm.csv,12,2.0,388.1888512923885,8.615571172129846,78,98,1.484858585858586,1.7959935720844813,0.3111349862258953,13.853198506846974,11.143524763461246,13.853198506846974,54.685577833111175,1505.892168242906,1505.892168242906,2509.8202804048433,749.9999999999999,0.0363144048334609,388188.85129238846,1,776.3777025847769
thickness_grids_L2000mm.csv,13,2.0,389.1426814445552,8.372190789264945,78,99,1.5,1.8111349862258952,0.3111349862258953,14.137166941154067,11.035454243899062,14.137166941154067,54.52042244944973,1511.4879815682589,1511.4879815682589,2519.1466359470983,749.9999999999999,0.0360706953110414,389142.6814445552,1,778.2853628891104
thickness_grids_L2000mm.csv,14,2.0,394.93027767932335,8.295565699783314,79,98,1.484858585858586,1.8039709213345576,0.3191123354759718,13.853198506846974,11.249470969773803,13.853198506846974,53.917342526475295,1500.450313696867,1500.450313696867,2500.7505228281116,749.9999999999998,0.0359341072705244,394930.27767932334,1,789.8605553586467
thickness_grids_L2000mm.csv,15,2.0,395.89669171334185,8.060328278913664,79,99,1.5,1.819112335475972,0.3191123354759718,14.137166941154067,11.140682851006158,14.137166941154067,53.75561733643445,1506.0387381444452,1506.0387381444457,2510.0645635740757,749.9999999999998,0.0356933828957583,395896.69171334186,1,791.7933834266837
thickness_grids_L2000mm.csv,16,2.0,401.7110674550706,7.993331356313491,80,98,1.484858585858586,1.8120498928680748,0.3271913070094889,13.853198506846974,11.354333519995343,13.853198506846974,53.1677948885583,1495.1064581554788,1495.1064581554788,2491.844096925798,750.0000000000003,0.0355612101055009,401711.06745507056,1,803.4221349101412
thickness_grids_L2000mm.csv,17,2.0,402.6902424843314,7.765792900132515,80,99,1.5,1.827191307009489,0.3271913070094889,14.137166941154067,11.244846786078046,14.137166941154067,53.00942086163805,1500.6869306136286,1500.6869306136284,2501.144884356047,750.0000000000002,0.0353234374074028,402690.2424843314,1,805.3804849686628
thickness_grids_L2000mm.csv,18,2.0,408.5310938502223,7.707652544383383,81,98,1.484858585858586,1.8202304866850323,0.3353719008264463,13.853198506846974,11.458112155274652,13.853198506846974,52.43626769784594,1489.858811037995,1489.8588110379949,2483.098018396658,749.9999999999999,0.0351954610123849,408531.0938502223,1,817.0621877004446
thickness_grids_L2000mm.csv,19,2.0,409.5232114642974,7.4873989804856835,81,99,1.5,1.8353719008264464,0.3353719008264463,14.137166941154067,11.347945714288173,14.137166941154067,52.281168331543505,1495.430789080398,1495.430789080398,2492.38464846733,750.0,0.0349606071463149,409523.2114642974,1,819.0464229285948
thickness_grids_L2000mm.csv,20,2.0,415.3902378152915,7.437411526008347,82,98,1.484858585858586,1.8285127027854304,0.3436541169268443,13.853198506846974,11.560806920288623,13.853198506846974,51.722125549346245,1484.7056183013397,1484.7056183013397,2474.509363835566,750.0,0.034836620075919,415390.2378152915,1,830.780475630583
thickness_grids_L2000mm.csv,21,2.0,416.3954839182964,7.2240563189482865,82,99,1.5,1.8436541169268443,0.3436541169268443,14.137166941154067,11.44997959686732,14.137166941154067,51.5702267487,1490.2685795537056,1490.2685795537056,2483.780965922843,750.0,0.0346046527828855,416395.4839182964,1,832.7909678365928
thickness_grids_L2000mm.csv,22,2.0,422.2883879062508,7.181579438382228,83,98,1.484858585858586,1.8368965411692688,0.3520379553106826,13.853198506846974,11.662418154291617,13.853198506846974,51.02476296454363,1479.6451617177445,1479.6451617177445,2466.0752695295737,750.0000000000001,0.0344844590342918,422288.3879062508,1,844.5767758125016
